nom site,Polluant,valeur brute
Noeux-les-Mines,NO2,7.526923076923078
Noeux-les-Mines,NOX as NO2,9.215384615384616
Noeux-les-Mines,O3,31.17307692307692
Noeux-les-Mines,PM10,20.911363636363635
Nord-Est Alsace,NO,-0.09999999999999999
Nord-Est Alsace,NO2,5.051923076923076
Nord-Est Alsace,NOX as NO2,4.823076923076923
Nord-Est Alsace,O3,40.202083333333334
Obs Haute-Provence,O3,66.98653846153846
Obs Haute-Provence,PM10,2.040150909090909
Obs Haute-Provence,PM2.5,1.1515145454545455
Ouistreham,O3,58.55576923076923
Outreau,NO,0.6038461538461538
Outreau,NO2,8.575
Outreau,NOX as NO2,9.503846153846153
Outreau,O3,46.592307692307685
Outreau,PM10,11.294230769230767
Oysonville,NO,0.5115384615384616
Oysonville,NO2,4.109615384615385
Oysonville,NOX as NO2,4.861538461538462
Oysonville,O3,42.963461538461544
Oysonville,SO2,0.22307692307692306
P. Roth St Quentin,NO,2.5596153846153844
P. Roth St Quentin,NO2,14.717307692307692
P. Roth St Quentin,NOX as NO2,18.63269230769231
P. Roth St Quentin,O3,26.33141
P. Roth St Quentin,PM10,10.936363636363636
P. Roth St Quentin,PM2.5,7.702272727272728
PALAIS S/ V.- Garros,O3,34.86923076923077
PALAIS S/ V.- Garros,PM10,5.4375
PARC PAYSAGER,NO,1.0833333333333333
PARC PAYSAGER,NO2,8.606249999999998
PARC PAYSAGER,NOX as NO2,10.266666666666667
PARC PAYSAGER,SO2,0.8993058333333331
PARIS 12eme,NO,8.915384615384616
PARIS 12eme,NO2,33.45384615384616
PARIS 12eme,NOX as NO2,47.17307692307692
PARIS 13eme,NO,3.0076923076923077
PARIS 13eme,NO2,28.000641538461537
PARIS 13eme,NOX as NO2,32.64359
PARIS 13eme,O3,25.71923076923077
PARIS 18eme,NO,5.223076923076923
PARIS 18eme,NO2,26.069230769230767
PARIS 18eme,NOX as NO2,34.088461538461544
PARIS 18eme,O3,32.096153846153854
PARIS 18eme,PM10,10.917307692307693
PARIS 18eme,PM2.5,8.163461538461538
PARIS 1er Les Halles,CO,199.53846153846155
PARIS 1er Les Halles,NO,4.009615384615385
PARIS 1er Les Halles,NO2,25.37692307692308
PARIS 1er Les Halles,NOX as NO2,31.517307692307693
PARIS 1er Les Halles,O3,30.050000000000004
PARIS 1er Les Halles,PM10,11.265384615384615
PARIS 1er Les Halles,PM2.5,6.840384615384614
PARIS 7eme,NO,3.842307692307692
PARIS 7eme,NO2,25.96538461538461
PARIS 7eme,NOX as NO2,31.88653846153846
PARIS Stade Lenglen,NO,2.794230769230769
PARIS Stade Lenglen,NO2,23.86730769230769
PARIS Stade Lenglen,NOX as NO2,28.138461538461538
PARIS Stade Lenglen,PM10,11.983333333333334
PARSCAU DU PLESSIS,NO,1.7125000000000001
PARSCAU DU PLESSIS,NO2,7.558333333333334
PARSCAU DU PLESSIS,NOX as NO2,10.172916666666667
PARSCAU DU PLESSIS,PM10,10.274999999999997
PARSCAU DU PLESSIS,PM2.5,7.3812500000000005
PARSCAU DU PLESSIS,SO2,-0.2569441666666667
PASSY,NO,8.562500000000002
PASSY,NO2,11.59375
PASSY,O3,18.03125
PASSY,PM10,18.978846153846156
PASSY,PM2.5,13.696153846153845
PASTEUR,NO,6.921153846153846
PASTEUR,NO2,19.884615384615383
PASTEUR,O3,12.012500000000001
PASTEUR,PM10,12.705769230769231
PASTEUR,PM2.5,10.496153846153845
PASTEUR,SO2,-0.12708333333333335
PAU TOURASSE,NO,10.432692307692308
PAU TOURASSE,NO2,14.97307692307692
PAU TOURASSE,NOX as NO2,30.842307692307692
PAU TOURASSE,PM10,2.5875
PEILLON,PM10,14.319230769230769
PEILLON,PM2.5,7.161538461538461
PERIGUEUX,NO,0.7999999999999999
PERIGUEUX,NO2,6.440384615384616
PERIGUEUX,NOX as NO2,7.673076923076923
PERIGUEUX,O3,40.89807692307692
PERIGUEUX,PM10,12.524999999999999
PERIGUEUX,PM2.5,8.392307692307691
PEYRUSSE,NO,0.12403846153846156
PEYRUSSE,NO2,0.21730769230769229
PEYRUSSE,NOX as NO2,0.4067307692307693
PEYRUSSE,O3,66.89807692307693
PEYRUSSE,PM10,2.4576923076923074
PEYRUSSE,PM2.5,0.9480769230769233
Paray le Fresil,NO,0.16153846153846155
Paray le Fresil,NO2,1.421153846153846
Paray le Fresil,NOX as NO2,1.6602561538461538
Paray le Fresil,O3,18.766666923076926
Paray le Fresil,PM10,7.892307692307693
Paray le Fresil,PM2.5,5.092307692307693
Pays du Mezenc,O3,72.31346153846154
Pays du Mezenc,PM10,2.5208333333333335
Perpignan Les Carmes,NO,1.6083330769230773
Perpignan Les Carmes,NO2,3.0538461538461537
Perpignan Les Carmes,NOX as NO2,5.515384615384615
Perpignan Les Carmes,O3,70.73653846153846
Perpignan Les Carmes,PM10,1.6442307692307692
Perpignan Les Carmes,PM2.5,0.6096153846153847
Perpignan St Esteve,O3,74.22083333333333
Perpignan bd Pyrénées,NO,19.097916666666666
Perpignan bd Pyrénées,NO2,27.59236083333333
Perpignan bd Pyrénées,NOX as NO2,56.875
Perpignan bd Pyrénées,PM10,8.275
Petit-Quevilly Sud 3,NO,35.80576923076923
Petit-Quevilly Sud 3,NO2,43.025000000000006
Petit-Quevilly Sud 3,NOX as NO2,97.81346153846154
Petit-Quevilly Sud 3,PM10,17.471153846153843
Petit-Quevilly Sud 3,PM2.5,10.865384615384615
Place Victor Basch,NO,43.44423076923077
Place Victor Basch,NO2,38.30576923076923
Place Victor Basch,NOX as NO2,104.94615384615385
Place Victor Basch,PM10,19.33125
Place de l'Opéra,NO,28.892307692307693
Place de l'Opéra,NO2,37.159615384615385
Place de l'Opéra,NOX as NO2,81.50384615384615
Place de l'Opéra,PM10,14.74423076923077
Plateau Caillou,NO,6.757812499999999
Plateau Caillou,NO2,5.714062500000001
Plateau Caillou,NOX as NO2,16.0859375
Plateau Caillou,O3,34.646875
Plateau Caillou,PM10,7.441071428571429
Plateau Caillou,PM2.5,3.142857142857142
Plateau Caillou,SO2,0.8703124999999999
Plateau de Bonnevaux,NO,0.37115384615384617
Plateau de Bonnevaux,NO2,4.667307692307693
Plateau de Bonnevaux,NOX as NO2,5.238461538461538
Plateau de Bonnevaux,O3,55.52115384615385
Poitiers Centre  Augouard,CO,209.90384615384616
Poitiers Centre  Augouard,NO,10.024999999999999
Poitiers Centre  Augouard,NO2,19.675
Poitiers Centre  Augouard,NOX as NO2,35.04038461538462
Poitiers Centre  Augouard,O3,19.986538461538462
Poitiers Centre  Augouard,PM10,15.613461538461538
Poitiers Centre  Augouard,PM2.5,11.873076923076924
Poitiers-Le Nain,NO,49.699999999999996
Poitiers-Le Nain,NO2,27.325000000000003
Poitiers-Le Nain,NOX as NO2,102.79807692307692
Poitiers-Le Nain,PM10,26.762500000000003
Pompidou,NO,22.867307692307694
Pompidou,NO2,23.35
Pompidou,NOX as NO2,58.286538461538456
Pompidou,PM10,20.383333333333336
Pompidou,PM2.5,13.197916666666666
Pompignane,NO,3.9631941666666664
Pompignane,NO2,15.98194416666667
Pompignane,NOX as NO2,22.0625
Pompignane,PM10,6.553846153846155
Pompignane,PM2.5,2.8634615384615385
Pont-à-Mousson,PM10,10.177083333333334
Port Saint Louis,PM10,5.800000000000001
Port de Bouc Leque,PM10,11.939583333333333
Port de Bouc Leque,PM2.5,5.00625
Port de Bouc Leque,SO2,3.076282307692309
Quai des Celestins,NO,28.707692307692305
Quai des Celestins,NO2,39.49038461538461
Quai des Celestins,NOX as NO2,83.52307692307691
Quillebeuf Phare,SO2,1.3846153846153844
Quimper Pommiers,PM10,11.311363636363636
Quimper Zola,NO,4.40576923076923
Quimper Zola,NO2,13.776923076923076
Quimper Zola,NOX as NO2,20.534615384615385
Quimper Zola,O3,28.536538461538463
RAMBOUILLET,O3,36.05384615384615
RAMBOUILLET,PM10,11.616666923076922
RAMBOUILLET,PM2.5,8.971153846153845
RD934 Coulommiers,PM10,22.41287909090909
RDT SAINT-LEU,NO,5.835000000000002
RDT SAINT-LEU,NO2,5.5233333333333325
RDT SAINT-LEU,NOX as NO2,14.483333333333338
RDT SAINT-LEU,PM10,6.838333333333335
RDT SAINT-LEU,PM2.5,3.3283333333333327
REVIN,NO,-0.13576923076923075
REVIN,NO2,5.116730769230769
REVIN,NOX as NO2,4.908269230769231
REVIN,O3,39.848076923076924
REVIN,PM10,11.251923076923077
REVIN,PM2.5,9.048076923076923
RIVE DE GIER,NO,7.767307692307693
RIVE DE GIER,NO2,22.405769230769238
RIVE DE GIER,PM10,9.85625
RN2-PANTIN,NO,18.50576923076923
RN2-PANTIN,NO2,36.455769230769235
RN2-PANTIN,NOX as NO2,64.84423076923076
RN2-PANTIN,PM10,16.570833333333336
RN20 - MONTLHERY,NO,96.68653846153845
RN20 - MONTLHERY,NO2,47.267307692307696
RN20 - MONTLHERY,NOX as NO2,195.19807692307694
RN20 - MONTLHERY,PM2.5,10.266666666666667
RN6-MELUN,NO,37.728846153846156
RN6-MELUN,NO2,27.08846153846154
RN6-MELUN,NOX as NO2,84.93653846153848
RN6-MELUN,PM10,17.397916666666664
RN6-MELUN,PM2.5,9.466666666666665
ROANNE,NO,10.540384615384616
ROANNE,NO2,17.617307692307694
ROANNE,O3,16.388461538461538
ROANNE,PM10,9.966666666666667
ROCHES DE CONDRIEU,NO,0.5076923076923078
ROCHES DE CONDRIEU,NO2,5.428846153846153
ROCHES DE CONDRIEU,O3,51.41474384615385
ROCHES DE CONDRIEU,SO2,4.4557692307692305
ROI RENE,NO,33.49791666666666
ROI RENE,NO2,33.35208333333333
ROI RENE,NOX as NO2,84.63333333333333
ROI RENE,PM10,17.264583333333338
ROUSSILLON,NO,1.7115384615384615
ROUSSILLON,NO2,14.101923076923079
ROUSSILLON,O3,34.31346153846154
ROUSSILLON,PM10,8.129860833333334
Rageade,O3,66.48958333333333
Rageade,PM10,4.142307692307692
Rageade,PM2.5,2.409615384615385
Rempart Perrier,NO,19.433333076923073
Rempart Perrier,NO2,22.62756461538462
Rempart Perrier,NOX as NO2,52.30833307692308
Rempart Perrier,PM10,17.510416666666668
Rempart Perrier,PM2.5,8.208333333333334
Rennes Laennec,NO,25.503846153846155
Rennes Laennec,NO2,30.34423076923077
Rennes Laennec,NOX as NO2,70.3923076923077
Rennes Laennec,PM10,11.442307692307692
Rennes Laennec,PM2.5,6.857692307692307
Rennes Les Halles,NO,14.938461538461537
Rennes Les Halles,NO2,28.47307692307692
Rennes Les Halles,NOX as NO2,52.28076923076924
Rennes Pays-Bas,PM10,18.76667
Rennes Pays-Bas,PM2.5,15.733329999999999
Rennes St-Yves,NO,4.976923076923077
Rennes St-Yves,NO2,23.753846153846155
Rennes St-Yves,NOX as NO2,32.4153846153846
Rennes St-Yves,O3,22.986538461538462
Riom Périurbaine,NO,1.864103076923077
Riom Périurbaine,NO2,9.932051538461538
Riom Périurbaine,O3,36.24166666666667
Riom Périurbaine,PM10,9.536538461538461
Robert Bourg,O3,49.1888888888889
Robert Bourg,PM10,11.577777777777778
Robert Bourg,PM2.5,5.033333333333334
Rocade Sud Eybens,NO,29.286538461538463
Rocade Sud Eybens,NO2,30.817307692307693
Rocade Sud Eybens,PM10,17.19791666666666
Rocade Sud Eybens,PM2.5,7.029166666666666
Rodez,NO,1.4961538461538464
Rodez,NO2,3.1115384615384616
Rodez,NOX as NO2,5.388461538461538
Rodez,O3,58.5403846153846
Rodez,PM10,5.009615384615385
Rodez,PM2.5,3.607692307692308
Rogerville Mairie,SO2,3.3673076923076923
Rognac les Brets,PM2.5,3.8020833333333326
Romans-sur-Isère,NO,0.6365384615384616
Romans-sur-Isère,NO2,9.00576923076923
Romans-sur-Isère,O3,52.92499999999999
Romans-sur-Isère,PM10,9.013461538461538
Romans-sur-Isère,PM2.5,6.921153846153846
Roubaix Serres,CO,278.53846153846155
Roubaix Serres,NO,14.788461538461538
Roubaix Serres,NO2,28.267307692307693
Roubaix Serres,NOX as NO2,50.92115384615385
Roubaix Serres,PM10,14.411538461538461
Roubaix Serres,PM2.5,10.665384615384617
Rouen Proxi Quai de Paris,CO,329.6923076923077
Rouen Proxi Quai de Paris,NO,30.584615384615386
Rouen Proxi Quai de Paris,NO2,41.77884615384615
Rouen Proxi Quai de Paris,NOX as NO2,88.58269230769231
Rouen Proxi Quai de Paris,PM10,15.704166666666667
Rouen Proxi Quai de Paris,PM2.5,10.299999999999999
Royat Périurbaine,NO,2.1326923076923077
Royat Périurbaine,NO2,9.78653846153846
Royat Périurbaine,O3,56.01730769230768
Roye,O3,36.807051538461536
Rue Bonaparte,NO,23.486538461538466
Rue Bonaparte,NO2,30.61730769230769
Rue Bonaparte,NOX as NO2,66.48653846153846
S ETIENNE DE MONTLUC,NO,0.19999999999999998
S ETIENNE DE MONTLUC,NO2,2.7000000000000006
S ETIENNE DE MONTLUC,NOX as NO2,3.00625
S ETIENNE DE MONTLUC,PM10,7.3187500000000005
S ETIENNE DE MONTLUC,SO2,0.6402775000000002
SAILLAT - Ipaper,NO,0.4961538461538461
SAILLAT - Ipaper,NO2,2.309615384615385
SAILLAT - Ipaper,NOX as NO2,3.0788461538461536
SAILLAT - Ipaper,PM10,7.116666666666666
SAILLAT - Ipaper,SO2,-0.09743615384615384
SAINT ETIENNE SUD,NO,1.3833330769230767
SAINT ETIENNE SUD,NO2,15.64166692307692
SAINT ETIENNE SUD,O3,35.244871538461545
SAINT ETIENNE SUD,PM10,9.46875
SAINT ETIENNE SUD,PM2.5,8.262500000000001
SAINT EXUPERY,NO,8.711
SAINT EXUPERY,NO2,12.513
SAINT EXUPERY,NOX as NO2,43.45000000000001
SAINT EXUPERY,O3,21.479
SAINT EXUPERY,PM10,14.279545454545454
SAINT EXUPERY,PM2.5,7.551923076923076
SAINT JEAN,NO,1.994230769230769
SAINT JEAN,NO2,9.126923076923076
SAINT JEAN,O3,31.526923076923076
SAINT JEAN,PM10,5.915909090909091
SAINT JEAN,SO2,1.89359
SAINT-CHAMOND,NO,1.796153846153846
SAINT-CHAMOND,NO2,14.151923076923076
SAINT-CHAMOND,O3,44.18653846153845
SAINT-CHAMOND,PM10,8.00576923076923
SAINT-CHAMOND,PM2.5,5.89423076923077
SAINT-CROUTS,NO,1.4865384615384616
SAINT-CROUTS,NO2,6.612179230769231
SAINT-CROUTS,NOX as NO2,8.889102307692308
SAINT-CROUTS,O3,67.99230769230768
SAINT-CROUTS,PM10,3.0958333333333328
SAINT-DENIS,NO,5.790384615384615
SAINT-DENIS,NO2,31.653846153846153
SAINT-DENIS,NOX as NO2,40.5326923076923
SAINT-DENIS D'ANJOU,NO,2.78125
SAINT-DENIS D'ANJOU,NO2,7.991666666666667
SAINT-DENIS D'ANJOU,NOX as NO2,12.249999999999998
SAINT-DENIS D'ANJOU,O3,23.14375
SALON,NO,0.6461538461538461
SALON,NO2,3.746153846153846
SALON,NOX as NO2,4.7288461538461535
SALON,O3,65.20320461538462
SALON,PM10,4.5115384615384615
SALON,PM2.5,2.665384615384615
SAVENAY,SO2,-0.5513891666666667
SCHOENECK (19),PM10,11.208333333333334
SICOVAL,O3,67.12500000000001
SOURCES,NO,7.885416666666667
SOURCES,NO2,14.662500000000001
SOURCES,NOX as NO2,26.70625
SOURCES,O3,11.48958333333333
SOURCES,PM10,15.28541666666667
SOURCES,PM2.5,14.16666666666667
ST ETIENNE BD URBAIN ,NO,8.473076923076922
ST ETIENNE BD URBAIN ,NO2,21.873076923076926
ST ETIENNE BD URBAIN ,PM10,12.03125
ST FONS CENTRE,NO,4.088461538461538
ST FONS CENTRE,NO2,19.665384615384614
ST FONS CENTRE,PM10,11.599999999999998
ST JUNIEN - Fontaine,NO,0.4858976923076923
ST JUNIEN - Fontaine,NO2,4.35
ST JUNIEN - Fontaine,NOX as NO2,5.101282307692307
ST JUNIEN - Fontaine,O3,41.95384615384616
ST JUNIEN - Fontaine,PM10,7.316666666666667
ST JUNIEN - Fontaine,SO2,-3.675
ST PARRES AUX TERTRE,O3,18.533333846153845
ST de Baie mahault,NO,3.0
ST de Baie mahault,NO2,5.377777777777777
ST de Baie mahault,NOX as NO2,9.97777777777778
ST de Baie mahault,O3,13.944444444444445
ST de Baie mahault,PM10,12.141666666666667
STE SAVINE,NO,5.9326923076923075
STE SAVINE,NO2,13.450000000000001
STE SAVINE,NOX as NO2,22.551923076923078
STE SAVINE,O3,15.900000000000002
STE SAVINE,PM10,15.310416666666669
STE SAVINE,PM2.5,9.127083333333335
Sablons,NO,7.151923076923078
Sablons,NO2,10.036538461538461
Sablons,O3,25.388461538461534
Saint Amand,NO,3.100640769230769
Saint Amand,NO2,11.208333846153845
Saint Amand,NOX as NO2,15.951923076923077
Saint Amand,O3,19.35705076923077
Saint Bauzile CEC,SO2,4.673076923076923
Saint Brieuc Balzac,NO,-0.07884615384615382
Saint Brieuc Balzac,NO2,7.699999999999999
Saint Brieuc Balzac,NOX as NO2,7.573076923076925
Saint Brieuc Balzac,O3,53.840384615384615
Saint Brieuc Balzac,PM10,8.8125
Saint Brieuc Balzac,PM2.5,2.9458333333333333
Saint-Lô Eglise,NO,8.871153846153845
Saint-Lô Eglise,NO2,13.90576923076923
Saint-Lô Eglise,NOX as NO2,27.444230769230767
Saint-Lô Eglise,O3,19.21923076923077
Saint-Lô Eglise,PM10,13.599999999999998
Saint-Remy,CO,388.5515384615385
Saint-Remy,NO,17.984615384615385
Saint-Remy,NO2,17.226923076923075
Saint-Remy,NOX as NO2,44.70384615384614
Saint-Remy,PM10,15.381250000000001
Sainte Adresse,SO2,1.1846153846153848
Sainte_Luce,O3,49.99166666666666
Sainte_Luce,PM10,9.45
Sainte_Luce,PM2.5,3.5861111111111117
Salouel,NO,0.846153846153846
Salouel,NO2,8.040384615384616
Salouel,NOX as NO2,9.336538461538462
Salouel,O3,24.885896923076924
Salouel,PM10,8.54090909090909
Sangatte,NO,2.405769230769231
Sangatte,NO2,12.738461538461538
Sangatte,NOX as NO2,16.43076923076923
Sangatte,O3,38.80128230769231
Sangatte,PM10,21.409615384615385
Sarda Garriga,NO,0.48593749999999997
Sarda Garriga,NO2,3.5937500000000004
Sarda Garriga,NOX as NO2,4.34375
Sarda Garriga,SO2,0.28020812500000003
Sausset les Pins,O3,66.53589692307692
Sausset les Pins,SO2,1.513636363636364
Schlucht,NO,0.9512823076923076
Schlucht,NO2,0.7179484615384616
Schlucht,NOX as NO2,1.9948715384615388
Schlucht,O3,71.12179461538462
Scy-Chazelles,NO,0.5461538461538461
Scy-Chazelles,NO2,4.0673076923076925
Scy-Chazelles,NOX as NO2,4.859615384615384
Scy-Chazelles,O3,48.37115384615385
Spicheren(14),NO,0.5916666666666667
Spicheren(14),NO2,2.8333333333333335
Spicheren(14),NOX as NO2,3.5833333333333335
Square Pablo Casals,NO,1.823076923076923
Square Pablo Casals,NO2,11.378846153846153
Square Pablo Casals,NOX as NO2,14.163461538461538
Square Pablo Casals,O3,36.1777775
Square Pablo Casals,PM10,10.64423076923077
Square Pablo Casals,PM2.5,8.46153846153846
St DIZIER L. Michel,NO,1.848076923076923
St DIZIER L. Michel,NO2,9.107692307692309
St DIZIER L. Michel,NOX as NO2,11.963461538461539
St DIZIER L. Michel,O3,30.91538461538461
St DIZIER L. Michel,PM10,15.538461538461538
St DIZIER L. Michel,PM2.5,9.575000000000001
St Germain/Rhône,NO,0.5692307692307692
St Germain/Rhône,NO2,1.2442307692307693
St Germain/Rhône,NOX as NO2,2.03076923076923
St Germain/Rhône,O3,36.21874999999999
St Germain/Rhône,PM10,2.5999999999999996
St Germain/Rhône,PM2.5,3.107692307692308
St Germain/Rhône,SO2,-0.6871792307692307
St Jean,NO,8.259615384615383
St Jean,NO2,16.569230769230767
St Jean,NOX as NO2,29.184615384615388
St Jean,PM10,20.678846153846152
St Jean,PM2.5,17.376923076923077
St Martin d'Heres,NO,3.421153846153847
St Martin d'Heres,NO2,17.875
St Martin d'Heres,O3,11.816025384615386
St Martin d'Heres,PM10,10.998076923076923
St Martin d'Heres,PM2.5,8.153846153846153
St Omer Ribot,NO,0.09038461538461535
St Omer Ribot,NO2,12.234615384615383
St Omer Ribot,O3,35.46474307692308
St Omer Ribot,PM10,10.575
St Pierre Amiens,NO,5.115384615384615
St Pierre Amiens,NO2,15.876923076923077
St Pierre Amiens,NOX as NO2,23.724999999999998
St Pierre Amiens,O3,21.254486923076925
St Pierre Amiens,PM10,8.030769230769229
St Pierre Amiens,PM2.5,4.648076923076922
St Pol mer - cheminots,NO,0.9653846153846153
St Pol mer - cheminots,NO2,8.386538461538462
St Pol mer - cheminots,NOX as NO2,9.884615384615385
St Pol mer - cheminots,O3,43.83397461538462
St Pol mer - cheminots,PM10,49.25
St Pol mer - cheminots,SO2,6.898717692307693
St Romain de Colbosc,O3,51.20961538461539
St Romain de Colbosc,SO2,1.5615384615384615
St-Laurent-Blangy,NO,1.0615384615384615
St-Laurent-Blangy,NO2,12.674999999999999
St-Laurent-Blangy,NOX as NO2,14.296153846153846
St-Laurent-Blangy,O3,26.173076923076923
St-Laurent-Blangy,PM10,15.663636363636364
StMalo Rocabey,NO,1.7628207692307696
StMalo Rocabey,NO2,4.3102561538461535
StMalo Rocabey,NOX as NO2,7.019871538461539
StMalo Rocabey,O3,72.21538461538462
StMalo Rocabey,PM10,15.893749999999999
StMalo Rocabey,PM2.5,5.979166666666667
Stade Travet CASTRES,NO,0.2641030769230769
Stade Travet CASTRES,NO2,1.3858976923076922
Stade Travet CASTRES,NOX as NO2,1.785256923076923
Stade Travet CASTRES,O3,65.50833384615386
Stade Travet CASTRES,PM10,4.4840909090909085
Station Bourg-Murat,NO,1.6281249999999998
Station Bourg-Murat,NO2,3.8328125
Station Bourg-Murat,NOX as NO2,6.334374999999999
Station Bourg-Murat,O3,70.66875000000002
Station Bourg-Murat,PM10,6.330357142857143
Station Bourg-Murat,SO2,0.70625
Station Luther King,NO,9.857812500000001
Station Luther King,NO2,12.626562500000002
Station Luther King,NOX as NO2,27.754687500000003
Station Luther King,O3,36.801562499999996
Station Luther King,PM10,11.353571428571428
Station Luther King,PM2.5,6.283928571428572
Station Luther King,SO2,0.501041875
Station de FORBACH,NO,1.2249999999999999
Station de FORBACH,NO2,5.4437500000000005
Station de FORBACH,NOX as NO2,7.235416666666666
Station de FORBACH,PM2.5,3.158333333333333
Strasbourg A35,NO,4.09375
Strasbourg A35,NO2,15.268749999999999
Strasbourg A35,NOX as NO2,21.41875
Strasbourg A35,PM10,11.91818181818182
Strasbourg A35 Remparts,NO,9.740909090909092
Strasbourg A35 Remparts,NO2,20.650000000000002
Strasbourg A35 Remparts,NOX as NO2,35.52272727272728
Strasbourg A35 Remparts,PM10,12.975000000000001
Strasbourg Clemenceau,NO,13.403846153846153
Strasbourg Clemenceau,NO2,22.32884615384615
Strasbourg Clemenceau,NOX as NO2,42.771153846153844
Strasbourg Clemenceau,PM10,13.045833333333333
Strasbourg Neudorf Ecoquartier Danube,NO,6.509615384615386
Strasbourg Neudorf Ecoquartier Danube,NO2,16.657692307692308
Strasbourg Neudorf Ecoquartier Danube,NOX as NO2,26.494230769230775
Strasbourg Neudorf Ecoquartier Danube,PM10,9.73076923076923
Strasbourg Neudorf Ecoquartier Danube,PM2.5,7.428846153846154
Strasbourg Nord,NO,2.625
Strasbourg Nord,NO2,13.887500000000001
Strasbourg Nord,NOX as NO2,17.745833333333334
Strasbourg Nord,O3,22.274999999999995
Strasbourg Nord,PM10,13.342307692307694
Strasbourg Sud 2,O3,22.416666666666668
TARTAS Pelletrin,PM10,8.570833333333333
TARTAS Pelletrin,SO2,0.39551307692307697
TERNAY,NO,1.6384615384615389
TERNAY,NO2,11.95576923076923
TERNAY,O3,34.059615384615384
TERNAY,PM10,8.157692307692308
TERNAY,PM2.5,5.861538461538462
TOULON CLARET,NO,7.63846153846154
TOULON CLARET,NO2,19.17692307692308
TOULON CLARET,NOX as NO2,30.888461538461534
TOULON CLARET,O3,42.55064153846154
TOULON CLARET,PM10,9.983333333333333
TOULON CLARET,PM2.5,2.189583333333333
TOULON FOCH,NO,17.286538461538463
TOULON FOCH,NO2,28.771153846153844
TOULON FOCH,NOX as NO2,55.28653846153846
TOULON FOCH,PM10,13.960416666666667
TRAF Saint Quent 14,PM2.5,8.873076923076924
TRAFIC_TOULOUSE,NO,5.125
TRAFIC_TOULOUSE,NO2,10.430769230769231
TRAFIC_TOULOUSE,NOX as NO2,18.29230769230769
TRAFIC_TOULOUSE,PM2.5,6.688461538461539
TREMBLAY-EN-FRANCE,NO,10.551923076923078
TREMBLAY-EN-FRANCE,NO2,38.18846153846154
TREMBLAY-EN-FRANCE,NOX as NO2,54.346153846153854
TREMBLAY-EN-FRANCE,O3,10.423076923076923
TREMBLAY-EN-FRANCE,PM10,13.369230769230768
TULLE - Hugo,NO,1.7000000000000002
TULLE - Hugo,NO2,7.953846153846153
TULLE - Hugo,NOX as NO2,10.571153846153846
TULLE - Hugo,O3,25.639743846153845
TULLE - Hugo,PM10,7.485416666666666
Tancarville Mairie,SO2,0.6769230769230768
Tarbes lycée Dupuy,NO,0.7057692307692308
Tarbes lycée Dupuy,NO2,2.453846153846154
Tarbes lycée Dupuy,NOX as NO2,3.5442307692307695
Tarbes lycée Dupuy,O3,72.23461538461538
Tarbes lycée Dupuy,PM2.5,0.5884615384615384
Tavaux,NO,2.9314099999999996
Tavaux,NO2,5.737179230769231
Tavaux,NOX as NO2,10.229486923076923
Tavaux,SO2,0.6548608333333337
Terrain de Sel,NO,3.2453125
Terrain de Sel,NO2,9.276562499999999
Terrain de Sel,NOX as NO2,14.265625000000002
Terrain de Sel,SO2,1.715
Thionville-Centre,PM10,10.978846153846153
Thionville-Centre,PM2.5,3.6711538461538464
Thionville-Garche,O3,52.491666666666674
Thionville-Piscine,NO,0.42500000000000004
Thionville-Piscine,NO2,5.9980769230769235
Thionville-Piscine,NOX as NO2,6.665384615384616
Thionville-Piscine,PM10,8.033333333333333
Toulouse Berthelot,NO,0.5833338461538462
Toulouse Berthelot,NO2,3.8807692307692303
Toulouse Berthelot,NOX as NO2,4.841025384615384
Toulouse Berthelot,O3,61.66666615384616
Toulouse Berthelot,PM10,2.0961538461538463
Toulouse Berthelot,PM2.5,2.4384615384615382
Toulouse Mazades,PM10,2.1634615384615388
Toulouse Mazades,PM2.5,1.1403846153846153
Toulouse Port de l'Embouchure,NO,23.215384615384615
Toulouse Port de l'Embouchure,NO2,29.075000000000003
Toulouse Port de l'Embouchure,NOX as NO2,64.66730769230767
Toulouse Port de l'Embouchure,PM10,5.89423076923077
Toulouse Port de l'Embouchure,PM2.5,3.017307692307692
Toulouse aéroport côté trafic,NO,2.2403846153846154
Toulouse aéroport côté trafic,NO2,3.0711538461538463
Toulouse aéroport côté trafic,NOX as NO2,6.50576923076923
Toulouse aéroport côté trafic,PM10,2.064583333333333
Touques,O3,40.213461538461544
Tours péri-urbaine,O3,25.84423076923077
Trafic Beauvais 1,NO,13.998076923076924
Trafic Beauvais 1,NO2,18.153846153846153
Trafic Beauvais 1,NOX as NO2,39.544230769230765
Trafic Beauvais 1,PM10,8.563636363636364
Trafic Beauvais 1,PM2.5,5.134615384615385
VALLEE HUVEAUNE,C6H6,0.9268592307692308
VALLEE HUVEAUNE,O3,48.53782
VAULX EN VELIN,NO,0.9615384615384616
VAULX EN VELIN,NO2,12.611538461538462
VAULX EN VELIN,O3,33.56923076923078
VAULX EN VELIN,PM2.5,3.15625
VENACO,O3,73.80064076923077
VENACO,PM10,5.891666666666667
VENACO,PM2.5,3.4583333333333335
VERNAISON,C6H6,0.6900000000000001
VERSAILLES,NO,3.267307692307692
VERSAILLES,NO2,16.857692307692307
VERSAILLES,NOX as NO2,21.87692307692308
VERSAILLES,O3,26.584615384615386
