nom site,Polluant,valeur brute
Fos sur Mer,SO2,2.4820515384615383
Frolois,PM10,15.960416666666669
Frolois,SO2,0.9032053846153847
Fulbert,O3,44.41923076923077
Fulbert,PM10,8.0
Fulbert,PM2.5,5.416666666666667
Fécamp,O3,40.86923076923077
GAILLARD,NO,3.319230769230769
GAILLARD,NO2,13.140384615384617
GAILLARD,O3,28.238461538461536
GAILLARD,PM10,6.661538461538461
GAILLARD,PM2.5,5.186538461538461
GAP COMMANDERIE,NO,6.017307692307692
GAP COMMANDERIE,NO2,14.596153846153847
GAP COMMANDERIE,NOX as NO2,23.834615384615383
GAP COMMANDERIE,O3,33.564743846153846
GAP COMMANDERIE,PM10,12.247916666666667
GAP COMMANDERIE,PM2.5,10.002083333333333
GAP JEAN JAURES,NO,17.38653846153846
GAP JEAN JAURES,NO2,20.12884615384615
GAP JEAN JAURES,NOX as NO2,46.75384615384615
GAP JEAN JAURES,PM10,10.487499999999999
GAP JEAN JAURES,PM2.5,6.154166666666666
GARDANNE,PM10,9.666666666666668
GARDANNE,PM2.5,8.083333333333334
GASPARD,O3,43.71875
GAUDONVILLE,O3,64.39038461538462
GENNEVILLIERS,NO,3.8923076923076922
GENNEVILLIERS,NO2,24.194230769230767
GENNEVILLIERS,NOX as NO2,30.16346153846154
GENNEVILLIERS,PM10,11.553846153846154
GENNEVILLIERS,PM2.5,7.998076923076923
GERLAND,NO,4.673076923076923
GERLAND,NO2,10.667307692307693
GERLAND,O3,26.73076923076923
GERLAND,PM10,6.161538461538462
GERLAND,PM2.5,4.686538461538462
GONESSE,NO,6.2942307692307695
GONESSE,NO2,31.73846153846154
GONESSE,NOX as NO2,41.33653846153846
GONESSE,PM2.5,10.916666666666666
GRAND PARC,NO,1.505769230769231
GRAND PARC,NO2,9.026923076923076
GRAND PARC,NOX as NO2,11.346153846153847
GRAND PARC,O3,47.126923076923084
GRAND PARC,PM10,8.05625
GUEDOU,NO,7.277083333333334
GUEDOU,NO2,15.714583333333332
GUEDOU,NOX as NO2,26.872916666666665
GUERET - Nicolas,NO,3.9923076923076923
GUERET - Nicolas,NO2,12.609615384615383
GUERET - Nicolas,NOX as NO2,18.72692307692308
GUERET - Nicolas,O3,40.28974384615385
GUERET - Nicolas,PM10,7.502083333333332
Gambetta,NO,12.328846153846154
Gambetta,NO2,23.242307692307694
Gambetta,NOX as NO2,42.07307692307692
Gambetta,PM10,14.987499999999999
Gard Rhodanien2,O3,62.49230769230769
Gd Couronne Mairie,PM10,9.346153846153847
Gonfreville l Orcher,CO,143.30769230769232
Gonfreville l Orcher,NO,0.5865384615384616
Gonfreville l Orcher,NO2,13.665384615384616
Gonfreville l Orcher,NOX as NO2,14.57307692307692
Gonfreville l Orcher,PM10,8.725
Gonfreville l Orcher,SO2,1.6749999999999998
Grand Coude,PM10,8.955357142857142
Grand Coude,PM2.5,4.625
Grand Coude,SO2,0.4433333333333333
Grand Fond,NO,2.0015625000000004
Grand Fond,NO2,7.792187500000001
Grand Fond,NOX as NO2,10.882812499999998
Grand Fond,O3,36.654687499999994
Grand Fond,PM10,13.08392857142857
Grande-synthe,CO,94.23076923076923
Grande-synthe,NO,1.8326923076923076
Grande-synthe,NO2,12.749999999999998
Grande-synthe,NOX as NO2,15.56153846153846
Grande-synthe,PM10,17.865384615384617
Grande-synthe,SO2,17.245513076923082
Gravelines PC/Drire,PM10,14.68125
Gravelines PC/Drire,SO2,2.587820769230769
Grenoble Boulevards,NO,24.17884615384615
Grenoble Boulevards,NO2,26.994230769230764
Grenoble Boulevards,PM10,13.258333333333333
Grenoble Les Frenes,NO,2.9807692307692304
Grenoble Les Frenes,NO2,15.384615384615385
Grenoble Les Frenes,O3,15.185256153846154
Grenoble Les Frenes,PM10,11.819230769230769
Grenoble Les Frenes,PM2.5,9.373076923076924
Grenoble PeriurbSud,NO,2.082692307692308
Grenoble PeriurbSud,NO2,11.040384615384614
Grenoble PeriurbSud,O3,17.025000000000002
Grenoble PeriurbSud,PM10,11.98958333333333
Gresivaudan Periurb,NO,3.3480769230769236
Gresivaudan Periurb,NO2,10.128846153846155
Gresivaudan Periurb,O3,15.890384615384615
Gresivaudan Periurb,PM10,9.56153846153846
Gresivaudan Periurb,PM2.5,7.3307692307692305
HAUT BEAUJOLAIS,O3,76.07115384615385
HAYANGE-MARSPICH,PM10,5.727083333333333
HYERES,O3,66.69551307692308
HYERES,PM10,1.3666666666666665
Haguenau-Place marché aux bestiaux,NO,0.4173076923076924
Haguenau-Place marché aux bestiaux,NO2,9.011538461538462
Haguenau-Place marché aux bestiaux,NOX as NO2,9.73076923076923
Haguenau-Place marché aux bestiaux,O3,44.169230769230765
Haguenau-Place marché aux bestiaux,PM2.5,3.233333333333334
Halluin stade,O3,23.434615384615384
Harfleur Ecole Coty,SO2,2.9596153846153848
Harnes Serres,NO,1.6326923076923079
Harnes Serres,NO2,13.759615384615387
Harnes Serres,NOX as NO2,16.253846153846155
Harnes Serres,O3,30.51474384615385
Harnes Serres,PM10,15.379545454545456
Heming,NO,0.7423076923076922
Heming,NO2,3.767307692307692
Heming,NOX as NO2,4.863461538461538
Heming,PM10,16.259615384615383
Heming,SO2,-1.357639166666667
Honfleur Sce Tech.,O3,38.978846153846156
Honfleur Sce Tech.,PM10,9.222916666666666
Honfleur Sce Tech.,SO2,0.48076923076923084
Hotel Districal,NO,4.671153846153847
Hotel Districal,NO2,12.974999999999998
Hotel Districal,NOX as NO2,20.076923076923073
IFS Caen sud,NO,1.7096153846153848
IFS Caen sud,NO2,11.457692307692307
IFS Caen sud,NOX as NO2,14.053846153846154
IFS Caen sud,O3,42.48269230769232
IFS Caen sud,PM10,9.625
Istres,O3,60.75641076923077
JULES VERNE,NO,2.0479166666666666
JULES VERNE,NO2,11.297916666666667
JULES VERNE,NOX as NO2,14.445833333333335
Jardin Lecoq,NO,0.9923076923076923
Jardin Lecoq,NO2,19.92884615384616
Jardin Lecoq,O3,37.592307692307685
Jardin Lecoq,PM10,13.072727272727274
Jean d Aulan,NO,2.6365384615384615
Jean d Aulan,NO2,12.809615384615382
Jean d Aulan,NOX as NO2,16.76923076923077
Jean d Aulan,O3,29.136538461538464
Jean d Aulan,PM10,14.848076923076924
Jean d Aulan,PM2.5,10.563461538461537
Jean d Aulan,SO2,-1.1583330769230769
Jonville en Woevre,NO,2.5875
Jonville en Woevre,NO2,4.459375
Jonville en Woevre,NOX as NO2,8.421875
Jonville en Woevre,O3,46.89545454545455
Jonville en Woevre,PM10,10.46
Jonville en Woevre,PM2.5,6.667499999999999
Jonville en Woevre,SO2,0.7999999999999999
Joué lès Tours,NO,3.705769230769231
Joué lès Tours,NO2,14.092307692307694
Joué lès Tours,NOX as NO2,19.257692307692313
Joué lès Tours,O3,19.640384615384615
Joué lès Tours,PM10,16.76730769230769
Joué lès Tours,PM2.5,14.923076923076923
Kalou,NO,3.2849999999999993
Kalou,NO2,9.502500000000001
Kalou,O3,17.23
Kalou,PM10,12.642499999999998
Kawéni Nord,O3,26.682291874999997
Kawéni Nord,PM10,30.664062499999993
Kawéni Nord,PM2.5,7.9624999999999995
Kawéni Nord,SO2,3.996875
Kawéni Village,CO,142.864375
Kawéni Village,NO,6.6450000000000005
Kawéni Village,NO2,5.845
Kawéni Village,NOX as NO2,15.956666666666665
Kawéni Village,PM10,11.806666666666668
Kergoff,NO,0.6832692307692307
Kergoff,NO2,4.020192307692307
Kergoff,NOX as NO2,5.0042307692307695
Kergoff,O3,61.99423076923077
Kergoff,PM10,4.0972225
Kergoff,PM2.5,2.4562500000000003
LA CHAUVINIERE,NO,5.527083333333333
LA CHAUVINIERE,NO2,18.166666666666668
LA CHAUVINIERE,NOX as NO2,26.6375
LA CHAUVINIERE,PM10,9.36875
LA CHAUVINIERE,PM2.5,6.681250000000001
LA MEGRETAIS,NO,1.3333333333333333
LA MEGRETAIS,NO2,7.343749999999999
LA MEGRETAIS,NOX as NO2,9.391666666666667
LA MEGRETAIS,PM10,11.141666666666667
LA MEGRETAIS,PM2.5,8.504166666666668
LA MEGRETAIS,SO2,-0.08125
LA NOUAILLE - MERA,O3,63.910256153846156
LA SEYNE GENOUD,NO,2.876923076923077
LA SEYNE GENOUD,NO2,11.532692307692308
LA SEYNE GENOUD,NOX as NO2,15.95576923076923
LA TALAUDIERE,NO,0.8923076923076922
LA TALAUDIERE,NO2,7.324999999999999
LA TALAUDIERE,O3,43.59615384615385
LA TALAUDIERE,PM10,7.786538461538461
LA TARDIERE,NO,1.3770833333333332
LA TARDIERE,NO2,4.68125
LA TARDIERE,NOX as NO2,6.708333333333335
LA TARDIERE,O3,41.12916666666667
LA TARDIERE,PM10,10.799999999999999
LA TARDIERE,PM2.5,6.1625000000000005
LA TOUR,NO,8.486538461538462
LA TOUR,NO2,16.125000000000004
LA TOUR,NOX as NO2,29.14230769230769
LA TOUR,PM10,15.936538461538458
LABASTIDE CEZERACQ,NO,0.39230769230769236
LABASTIDE CEZERACQ,NO2,0.6615384615384616
LABASTIDE CEZERACQ,NOX as NO2,1.2596153846153846
LABASTIDE CEZERACQ,O3,68.3923076923077
LABASTIDE CEZERACQ,PM10,2.5854166666666667
LABASTIDE CEZERACQ,SO2,0.0034724999999999943
LACQ,NO,0.9846153846153847
LACQ,NO2,5.824999999999999
LACQ,NOX as NO2,7.334615384615383
LACQ,SO2,12.108974615384616
LAGOR,SO2,0.8423076923076924
LE PONTET,NO,0.8173076923076922
LE PONTET,NO2,4.407692307692307
LE PONTET,NOX as NO2,5.663461538461539
LE PONTET,PM2.5,5.776923076923077
LE TEMPLE,NO,-0.007692307692307699
LE TEMPLE,NO2,0.36153846153846153
LE TEMPLE,NOX as NO2,0.35
LE TEMPLE,O3,48.65961538461538
LEON BLUM,NO,1.1645833333333333
LEON BLUM,NO2,7.120833333333333
LEON BLUM,NOX as NO2,8.920833333333333
LEON BLUM,O3,44.418749999999996
LEON BLUM,PM10,8.072916666666668
LEON BLUM,PM2.5,3.1520833333333336
LES COUETS,NO,24.993750000000002
LES COUETS,NO2,26.681250000000002
LES COUETS,NOX as NO2,64.93958333333333
LES COUETS,PM10,21.771875
LES COUETS,PM2.5,13.060416666666667
LES ULIS,O3,38.66538461538461
LIMOGES - Aine,NO,6.162820000000001
LIMOGES - Aine,NO2,14.530769230769234
LIMOGES - Aine,NOX as NO2,23.975640769230765
LIMOGES - Aine,PM10,8.045833333333334
LIMOGES - BERLAND,NO,0.5942307692307693
LIMOGES - BERLAND,NO2,9.361538461538462
LIMOGES - BERLAND,NOX as NO2,10.265384615384615
LIMOGES - BERLAND,O3,39.71346153846154
LIMOGES - BERLAND,PM10,11.471153846153848
LIMOGES - BERLAND,PM2.5,8.982692307692307
LOGNES,NO,15.059615384615386
LOGNES,NO2,37.58653846153846
LOGNES,NOX as NO2,60.71538461538462
LOGNES,O3,12.942307692307692
LOGNES,PM10,21.198076923076922
LOURDES LAPACCA,NO,1.0076923076923077
LOURDES LAPACCA,NO2,4.3307692307692305
LOURDES LAPACCA,NOX as NO2,5.865384615384615
LOURDES LAPACCA,O3,68.93653846153846
LOURDES LAPACCA,PM10,1.5423076923076926
LOURDES LAPACCA,PM2.5,0.871153846153846
LOVERCHY,NO,14.885416666666666
LOVERCHY,NO2,18.916666666666668
LOVERCHY,O3,12.442307692307692
LOVERCHY,PM2.5,10.295833333333334
LYC. LISLET GEOFFROY,NO,0.049999999999999975
LYC. LISLET GEOFFROY,NO2,5.327941176470588
LYC. LISLET GEOFFROY,NOX as NO2,5.397058823529412
LYC. LISLET GEOFFROY,PM10,11.046666666666669
LYON Centre,NO,0.4288461538461539
LYON Centre,NO2,9.296153846153846
LYON Centre,O3,34.62692307692308
LYON Centre,PM10,7.101923076923077
LYON Centre,PM2.5,4.615384615384615
LYON TRAFIC JAURES,NO,6.1326923076923086
LYON TRAFIC JAURES,NO2,20.117307692307694
LYON TRAFIC JAURES,PM10,4.308333333333333
La Cerlangue,SO2,1.4903846153846154
La Coulonche MERA,O3,68.26346153846154
La Coulonche MERA,PM10,6.223076923076922
La Coulonche MERA,PM2.5,3.3173076923076925
La Léchère,PM10,11.887500000000001
La Pallice3 LR,PM10,10.347916666666665
La Pallice3 LR,PM2.5,5.1375
La_Source-CNRS,NO,1.521153846153846
La_Source-CNRS,NO2,6.890384615384614
La_Source-CNRS,NOX as NO2,9.205769230769231
La_Source-CNRS,O3,32.98653846153846
La_Source-CNRS,PM10,9.63846153846154
La_Source-CNRS,PM2.5,6.882692307692306
Lamentin,NO,3.3750000000000004
Lamentin,NO2,5.550000000000001
Lamentin,NOX as NO2,10.719444444444443
Lamentin,O3,41.14722222222222
Lamentin,PM10,9.305555555555557
Lamentin,PM2.5,3.577777777777778
Le Casset2,O3,81.91346153846153
Le Havre Ec. Herriot,O3,65.4346153846154
Le Havre Ec. Herriot,PM10,8.64423076923077
Le Havre Ec. Herriot,SO2,1.4903846153846154
Le Havre Lafaurie-montant,NO,36.85961538461538
Le Havre Lafaurie-montant,NO2,39.67115384615385
Le Havre Lafaurie-montant,NOX as NO2,94.94999999999999
Le Havre Lafaurie-montant,PM10,13.720833333333331
Le Havre Lafaurie-montant,PM2.5,5.658333333333332
Le Havre Massillon,NO,0.9019230769230769
Le Havre Massillon,NO2,13.807692307692308
Le Havre Massillon,NOX as NO2,15.178846153846155
Le Havre Massillon,SO2,-0.057692307692307696
Le Havre ville-haute,NO,0.5653846153846154
Le Havre ville-haute,NO2,4.419230769230769
Le Havre ville-haute,NOX as NO2,5.269230769230769
Le Havre ville-haute,O3,74.39038461538463
Le Havre ville-haute,PM10,7.957692307692307
Le Havre ville-haute,PM2.5,3.786538461538461
Le Havre ville-haute,SO2,-0.33076923076923076
Le Puy-Causans,NO,2.2775646153846156
Le Puy-Causans,NO2,13.735256923076925
Le Puy-Causans,O3,31.533974615384615
Le Puy-Causans,PM10,3.972916666666667
Leblanc,NO,3.148076923076923
Leblanc,NO2,9.871153846153847
Leblanc,NOX as NO2,14.734615384615383
Leblanc,O3,21.351923076923075
Leblanc,PM10,12.298076923076923
Leblanc,PM2.5,9.967307692307692
Lens Varsovie,PM10,12.36153846153846
Les Ancizes,PM10,4.271153846153846
Les Couronneries,NO,2.117307692307692
Les Couronneries,NO2,11.271153846153847
Les Couronneries,NOX as NO2,14.50576923076923
Les Couronneries,O3,29.611538461538462
Les Couronneries,PM10,13.954166666666666
Ligne Paradis,NO,14.461764705882352
Ligne Paradis,NO2,10.16764705882353
Ligne Paradis,NOX as NO2,32.31764705882353
Ligne Paradis,O3,32.32647058823529
Ligne Paradis,PM10,10.425
Lille Leeds,NO,4.538461538461539
Lille Leeds,NO2,23.503846153846155
Lille Leeds,NOX as NO2,30.448076923076922
Lille Leeds,PM2.5,5.496153846153845
Lillebonne,SO2,0.5192307692307692
Lisieux,NO,7.300000000000001
Lisieux,NO2,11.365384615384615
Lisieux,NOX as NO2,22.52307692307693
Lisieux,O3,21.555769230769233
Lisieux,PM10,8.778846153846153
Lisieux,PM2.5,6.330769230769231
Lons-le-Saunier CV,O3,37.6326923076923
Lons-le-Saunier CV,PM10,6.335416666666666
Lons-le-Saunier CV,PM2.5,2.6437500000000003
Lorient B. Bissonnet,NO,5.792307692307692
Lorient B. Bissonnet,NO2,14.590384615384615
Lorient B. Bissonnet,NOX as NO2,20.586538461538456
Lorient B. Bissonnet,O3,34.26346153846154
Lorient B. Bissonnet,PM10,7.532692307692307
Lorient B. Bissonnet,PM2.5,5.121153846153846
Lorient Normandie,NO,3.5980769230769236
Lorient Normandie,NO2,12.325
Lorient Normandie,NOX as NO2,18.586538461538463
Lunel Viel,NO,2.967948461538462
Lunel Viel,NO2,7.158974615384616
Lunel Viel,NOX as NO2,11.632051538461537
Lunel Viel,PM10,5.43846153846154
Lunel Viel,PM2.5,3.076923076923077
Luneville,NO,16.384615384615383
Luneville,NO2,16.230769230769234
Luneville,NOX as NO2,41.315384615384616
Lyon Périphérique,CO,129.8653846153846
Lyon Périphérique,NO,29.834615384615383
Lyon Périphérique,NO2,44.869230769230775
Lyon Périphérique,PM10,9.983333333333333
MANOSQUE,NO,3.898076923076923
MANOSQUE,NO2,9.928846153846154
MANOSQUE,NOX as NO2,15.915384615384616
MANOSQUE,O3,41.44423076923077
MANOSQUE,PM2.5,5.7153846153846155
MANTES-LA-JOLIE,NO,11.31153846153846
MANTES-LA-JOLIE,NO2,21.855769230769234
MANTES-LA-JOLIE,NOX as NO2,39.19038461538461
MANTES-LA-JOLIE,O3,18.95
MARMANDE,NO,5.292307692307692
MARMANDE,NO2,9.751923076923077
MARMANDE,NOX as NO2,17.85576923076923
MARMANDE,PM10,5.8187500000000005
MARMANDE,PM2.5,1.0159090909090909
MARSEILLE 5 AVENUES,NO,1.1903846153846154
MARSEILLE 5 AVENUES,NO2,11.023076923076925
MARSEILLE 5 AVENUES,NOX as NO2,12.83076923076923
MARSEILLE 5 AVENUES,O3,53.6423076923077
MARSEILLE 5 AVENUES,PM10,5.038461538461538
MARSEILLE 5 AVENUES,PM2.5,2.7634615384615384
MARSEILLE 5 AVENUES,SO2,0.10961538461538461
MARSEILLE RABATAU,NO,6.690384615384615
MARSEILLE RABATAU,NO2,17.375
MARSEILLE RABATAU,NOX as NO2,26.674359230769234
MARSEILLE RABATAU,PM10,16.075000000000003
MARSEILLE RABATAU,PM2.5,2.985416666666667
MARSEILLE ST LOUIS,NO,2.296153846153846
MARSEILLE ST LOUIS,NO2,11.40576923076923
MARSEILLE ST LOUIS,NOX as NO2,14.926923076923076
MARSEILLE ST LOUIS,PM10,5.4653846153846155
MARSEILLE ST LOUIS,PM2.5,3.1557692307692307
MASLACQ,SO2,-0.43846153846153846
MAZAGRAN,NO,5.2124999999999995
MAZAGRAN,NO2,17.981250000000003
MAZAGRAN,NOX as NO2,25.964583333333337
MAZAGRAN,O3,21.7
MAZAGRAN,PM10,10.891666666666666
MELUN,NO,4.990384615384615
MELUN,NO2,17.119230769230768
MELUN,NOX as NO2,24.75769230769231
MELUN,O3,19.896153846153844
MERIGNAC,NO,6.350640769230769
MERIGNAC,NO2,16.058333076923073
MERIGNAC,NOX as NO2,25.791026153846154
MERIGNAC,PM10,4.829166666666667
MIRAMONT,SO2,0.10769230769230768
MONT DE MARSAN,NO,8.759615384615385
MONT DE MARSAN,NO2,10.28076923076923
MONT DE MARSAN,NOX as NO2,23.701923076923077
MONT DE MARSAN,PM10,6.960416666666666
MONT DE MARSAN,PM2.5,4.735416666666667
MONTGAILLARD,O3,42.364705882352936
MONTGERON,NO,7.630769230769231
MONTGERON,NO2,27.988461538461536
MONTGERON,NOX as NO2,39.71153846153846
MONTGERON,O3,18.53076923076923
MOURENX,NO,0.051923076923076926
MOURENX,NO2,0.17179538461538463
MOURENX,NOX as NO2,0.2480769230769231
MOURENX,SO2,0.15555583333333334
Macon Paul Bert,NO,-0.19230769230769237
Macon Paul Bert,NO2,10.546153846153846
Macon Paul Bert,NOX as NO2,10.301923076923073
Macon Paul Bert,O3,29.96538461538462
Macon Paul Bert,PM10,10.704545454545455
Maison Parc Brotonne,NO,0.31153846153846143
Maison Parc Brotonne,NO2,9.03846153846154
Maison Parc Brotonne,NOX as NO2,9.503846153846153
Maison Parc Brotonne,O3,36.71923076923076
Maison Parc Brotonne,PM2.5,5.270833333333333
Maison Parc Brotonne,SO2,7.153846153846154
Malo-les-Bains,PM2.5,5.326923076923077
Marcq CTM,O3,26.130769230769236
Marcq CTM,PM10,13.53125
Mardyck,C6H6,0.25083333333333335
Mardyck,NO,3.125
Mardyck,NO2,8.169230769230769
Mardyck,NOX as NO2,12.948076923076924
Mardyck,PM10,10.14423076923077
Mardyck,SO2,0.08974384615384616
Marignane,NO,1.8461538461538463
Marignane,NO2,7.60576923076923
Marignane,NOX as NO2,10.43846153846154
Marignane,PM10,5.732692307692307
Marignane,PM2.5,2.869230769230769
Marigny-les-usages,O3,24.990384615384617
Martigues La Gatasse,SO2,0.4354166666666666
Martigues Laurons,SO2,2.3019230769230767
Martigues Lavera,C6H6,0.23480769230769236
Martigues Lavera,SO2,1.0352561538461538
Martigues P. Central,O3,64.33910307692307
Martigues P. Central,SO2,-0.3625
Maubeuge Joyeuse,NO,2.571153846153846
Maubeuge Joyeuse,NO2,16.398076923076925
Maubeuge Joyeuse,NOX as NO2,20.123076923076926
Maubeuge Joyeuse,O3,28.209615384615383
Maubeuge Joyeuse,PM10,14.272727272727273
Maurienne Trafic,NO,11.662820769230766
Maurienne Trafic,NO2,15.34423076923077
Maurienne Trafic,PM10,2.6666666666666665
Mesnil Esnard,O3,36.573076923076925
Metz- Pont Grilles,NO,7.599305833333332
Metz- Pont Grilles,NO2,12.316666666666665
Metz- Pont Grilles,PM10,8.036363636363637
Metz-Borny,NO,0.7019230769230771
Metz-Borny,NO2,6.728846153846154
Metz-Borny,NOX as NO2,7.807692307692307
Metz-Borny,PM10,6.933333333333334
Metz-Centre,NO,-0.28125000000000006
Metz-Centre,NO2,8.5375
Metz-Centre,NOX as NO2,8.135416666666666
Metz-Centre,O3,50.459090909090904
Metz-Centre,PM10,7.0249999999999995
Metz-Centre,PM2.5,5.885416666666667
Montandon Baresans,O3,33.73461538461539
Montandon Baresans,PM10,4.3307692307692305
Montargis Fond,NO,5.990384615384615
Montargis Fond,NO2,12.963461538461537
Montargis Fond,NOX as NO2,22.02884615384615
Montargis Fond,O3,13.661538461538463
Montargis Fond,PM10,14.576923076923078
Montargis Fond,PM2.5,11.724999999999998
Montargis_trafic,NO,25.66923076923077
Montargis_trafic,NO2,21.396153846153844
Montargis_trafic,NOX as NO2,60.61346153846155
Montargis_trafic,PM2.5,14.258333333333335
Montauban,NO,0.8967946153846154
Montauban,NO2,4.232692307692307
Montauban,NOX as NO2,5.608333076923078
Montauban,O3,54.27499999999999
Montauban,PM10,3.053846153846154
Montauban,PM2.5,2.0076923076923077
Montbéliard centre,NO,2.34359
Montbéliard centre,NO2,9.371794615384614
Montbéliard centre,NOX as NO2,12.919230769230769
Montbéliard centre,O3,35.49423076923077
Montbéliard centre,PM10,7.023610833333333
Montbéliard centre,PM2.5,2.720833333333333
Montceau-les-Mines 9me écluse,NO,3.728846153846154
Montceau-les-Mines 9me écluse,NO2,9.638461538461538
Montceau-les-Mines 9me écluse,NOX as NO2,15.376923076923077
Montceau-les-Mines 9me écluse,O3,27.02884615384615
Montceau-les-Mines 9me écluse,PM10,6.697916666666667
Montceau-les-Mines 9me écluse,PM2.5,6.73125
Montfaucon,O3,51.67307692307692
Montferrand,NO,4.0874999999999995
Montferrand,NO2,24.712500000000002
Montferrand,O3,29.82115384615385
Montferrand,PM10,12.828846153846154
Montferrand,PM2.5,10.015384615384615
Montierchaume,O3,30.748076923076926
Montluçon,NO,6.642307692307692
Montluçon,NO2,12.674999999999999
Montluçon,O3,22.07564153846154
Montluçon,PM10,8.815384615384614
Montluçon,PM2.5,5.778846153846155
Montpellier Chaptal,NO,1.5903846153846155
Montpellier Chaptal,NO2,17.615384615384617
Montpellier Chaptal,NOX as NO2,20.057692307692307
Montpellier Prés d'Arènes,NO,1.275
Montpellier Prés d'Arènes,NO2,8.813461538461539
Montpellier Prés d'Arènes,NOX as NO2,10.59423076923077
Montpellier Prés d'Arènes,O3,59.49230769230768
Montpellier Prés d'Arènes,PM10,3.253846153846154
Montpellier Prés d'Arènes,PM2.5,1.9346153846153848
Montpellier Périurbaine Sud (Lattes),O3,57.30320538461538
Montpellier St Denis,NO2,9.323076923076924
Montpellier St Gely,O3,60.907692307692315
Morvan,NO,0.11884615384615384
Morvan,NO2,0.7988653846153846
Morvan,NOX as NO2,0.981326923076923
Morvan,O3,48.11153846153846
Morvan,PM10,3.5624999999999996
Morvan,PM2.5,3.18125
Moulins Centre,NO,3.113461538461538
Moulins Centre,NO2,13.873076923076924
Moulins Centre,O3,24.986538461538466
Moulins Centre,PM10,15.965384615384618
Moulins Centre,PM2.5,13.52115384615385
Moult proximité,NO2,21.392307692307693
Moult proximité,PM10,14.654166666666663
Mulhouse Est,O3,51.8375
Mulhouse Nord,NO,3.3068181818181817
Mulhouse Nord,NO2,10.68181818181818
Mulhouse Nord,NOX as NO2,15.661363636363637
Mulhouse Nord,PM10,4.0
Mulhouse Sud 2,NO,1.0808329999999997
Mulhouse Sud 2,NO2,5.130833
Mulhouse Sud 2,NOX as NO2,6.649165999999999
Mulhouse Sud 2,O3,43.853333
Mulhouse Sud 2,PM10,5.527500000000001
Mulhouse Sud 2,PM2.5,2.8575000000000004
Mulhouse-Briand,CO,203.39583333333334
Mulhouse-Briand,NO,14.683333333333332
Mulhouse-Briand,NO2,17.495833333333334
Mulhouse-Briand,NOX as NO2,39.927083333333336
Mulhouse-Briand,PM10,8.490909090909092
NDGravenchon Pasteur,CO,159.83307692307693
NDGravenchon Pasteur,NO,2.094230769230769
NDGravenchon Pasteur,NO2,10.878846153846153
NDGravenchon Pasteur,NOX as NO2,14.067307692307692
NDGravenchon Pasteur,PM10,10.340384615384616
NDGravenchon Pasteur,SO2,2.651923076923077
NEUILLY-SUR-SEINE,NO,6.0
NEUILLY-SUR-SEINE,NO2,28.80384615384615
NEUILLY-SUR-SEINE,NOX as NO2,38.00192307692308
NEUILLY-SUR-SEINE,O3,22.215384615384615
NICE ARSON,NO,8.132692307692308
NICE ARSON,NO2,33.07692307692307
NICE ARSON,NOX as NO2,45.53846153846154
NICE ARSON,O3,21.570513076923074
NICE ARSON,PM10,13.726923076923075
NICE ARSON,PM2.5,5.713461538461538
NICE OUEST BOTANIQUE,O3,56.97179461538462
NICE PROMENADE,NO,4.230769230769231
NICE PROMENADE,NO2,12.157692307692308
NICE PROMENADE,NOX as NO2,18.63653846153846
NICE PROMENADE,PM10,12.700000000000001
NICE PROMENADE,PM2.5,3.9249999999999994
NOGENT-SUR-MARNE,PM10,18.798076923076923
NOVEL,NO,3.080769230769231
NOVEL,NO2,11.678846153846155
NOVEL,O3,22.40625
NOVEL,PM10,9.35625
Nancy-Brabois 2,NO,0.976923076923077
Nancy-Brabois 2,NO2,4.765384615384615
Nancy-Brabois 2,NOX as NO2,6.273076923076924
Nancy-Brabois 2,O3,46.68846153846154
Nancy-Charles III,NO,1.784615384615385
Nancy-Charles III,NO2,8.528846153846153
Nancy-Charles III,NOX as NO2,11.115384615384615
Nancy-Charles III,O3,37.5076923076923
Nancy-Charles III,PM10,13.26923076923077
Nancy-Charles III,PM2.5,8.109615384615385
Nancy-Charles III,SO2,0.5846153846153845
Nancy-Libération,NO,6.418749999999999
Nancy-Libération,NO2,11.331249999999999
Nancy-Libération,NOX as NO2,21.18958333333333
Nancy-Libération,PM2.5,5.170833333333333
Neuilly-Saint-Front,NO,-0.2365384615384616
Neuilly-Saint-Front,NO2,8.75192307692308
Neuilly-Saint-Front,NOX as NO2,8.392307692307693
Neuilly-Saint-Front,O3,26.797435384615387
Neuilly-Saint-Front,PM10,12.06590909090909
Neuilly-Saint-Front,PM2.5,9.754545454545454
Neuves-Maisons,PM10,13.932692307692308
Nevers,NO,5.967307692307691
Nevers,NO2,10.3
Nevers,NOX as NO2,19.44423076923077
Nevers,O3,17.490384615384617
Nevers,PM10,12.929166666666667
Nimes Gauzy,NO2,5.288461538461538
Nimes Gauzy,NOX as NO2,5.763461538461538
Nimes Gauzy,O3,52.861538461538466
Nimes Gauzy,PM10,5.071153846153846
Nimes Gauzy,PM2.5,2.7096153846153848
Nimes La Calmette,O3,45.66153846153846
Nimes Planas,NO2,12.249999999999998
Nimes Planas,PM10,8.640909090909089
Niort Venise,NO,7.117307692307692
Niort Venise,NO2,13.592948461538462
Niort Venise,NOX as NO2,24.492307692307694
Niort Venise,O3,13.0972225
Niort Venise,PM10,16.575000000000003
Niort Venise,PM2.5,15.267307692307693
Noeux-les-Mines,NO,1.1
